,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris
6326,the mercy of the jungle,2019-04-24,"Drame, Guerre",1h 31min,Joël Karekezi,"Aurelien Bodinaux, Joël Karekezi","Marc Zinga, Stéphane Bak, Ibrahim Ahmed dit Pino",Belgique,Urban Distribution,Box Office France,603,"3,3","3,1",139692,0,12.15,11.01,12.06,11.05,9.65
6328,en du elsker,2015-01-21,Drame,1h 35min,Pernille Fischer Christensen,"Pernille Fischer Christensen, Kim Fupz Aakeson","Mikael Persbrandt, Trine Dyrholm, Eve Best",Danemark,Dulac Distribution,Box Office France,5 204,"3,4","3,6",188423,0,2.6,1.92,2.85,1.93,2.31
6329,edie,2019-09-18,Drame,1h 42min,Simon Hunter,Elizabeth O'Halloran,"Sheila Hancock, Kevin Guthrie, Amy Manson",Grande-Bretagne,Jupiter Films,Box Office France,1 882,"2,2","3,7",78952,0,21.56,16.36,19.51,17.08,16.84
6330,the strange ones,2018-07-11,"Drame, Thriller",1h 21min,Christopher Radcliff,"Lauren Wolkstein, Christopher Radcliff, Lauren Wolkstein","Alex Pettyfer, James Freedson-Jackson, Emily Althaus",U.S.A.,Epicentre Films,Box Office France,5 035,"3,3","3,1",43614,0,23.87,21.27,23.72,22.77,23.6
6333,matar a la bestia,2022-07-13,"Drame, Thriller, Fantastique",1h 20min,Agustina San Martín,Agustina San Martín,"Tamara Rocca, Ana Brun, João Miguel",Brésil,Jour2fête,Box Office France,593,"3,1","1,9",48512,0,26.65,22.47,28.83,25.21,28.75
6334,einitréð,2019-05-08,"Drame, Fantastique",1h 19min,Nietzchka Keene,Nietzchka Keene," Björk, Bryndis Petra Bragadóttir, Valdimar Örn Flygenring",Islande,Les Bookmakers / Capricci Films,Box Office France,1 368,"3,6","3,4",21881,0,14.23,10.76,15.36,14.15,11.89
6337,o estranho caso de angélica,2011-03-16,Drame,1h 35min,Manoel de Oliveira,Manoel de Oliveira,"Pilar López de Ayala, Ricardo Trepa, Filipe Vargas",France,Epicentre Films,Box Office France,13 094,"4,1","2,6",111885,2000000,9.66,6.96,11.52,9.41,9.41
6338,nino une adolescence imaginaire de nino ferrer,2012-04-25,"Comédie dramatique, Romance",1h 15min,Thomas Bardinet,Thomas Bardinet,"David Prat, Lou de Laâge, Sarah Coulaud",France,NiZ !,Box Office France,844,"3,3","2,4",115455,0,13.81,11.83,12.47,14.79,12.96
6339,le choc du futur,2019-06-19,"Drame, Musical",1h 24min,Marc Collin,"Élina Gakou-Gomba, Marc Collin","Alma Jodorowsky, Clara Luciani, Philippe Rebbot",France,Premium Films,Box Office France,248,"2,4","2,9",15462,0,21.69,19.62,21.33,22.55,19.96
6340,viaggio sola,2014-07-09,"Comédie, Romance",1h 25min,Maria Sole Tognazzi,"Ivan Cotroneo, Francesca Marciano","Margherita Buy, Stefano Accorsi, Fabrizia Sacchi",Italie,Bellissima Films,Box Office France,10 295,"3,3","3,3",145374,0,20.15,17.7,19.04,18.58,17.44
6341,sweetwater,2013-10-09,Western,1h 39min,Logan Miller (II),"Logan Miller (II), Noah Miller","January Jones, Jason Isaacs, Ed Harris",U.S.A.,Potemkine Films,Box Office France,32 500,"3,0","3,2",152749,0,16.85,9.23,12.5,11.13,10.4
6342,house of boys,2012-11-07,"Drame, Comédie musicale, Romance",1h 57min,Jean-Claude Schlim,Jean-Claude Schlim,"Layke Anderson, Benn Northover, Udo Kier",Luxembourg,Outplay Films,Box Office France,1 179,"2,0","3,3",263903,2500000,15.45,7.71,9.09,8.41,7.05
6345,crawl,2013-01-30,Comédie dramatique,1h 35min,Herve Lasgouttes,"Loic Delafoulhouze, Herve Lasgouttes","Swann Arlaud, Anne Marivin, Nina Meurisse",France,Premium Films,Box Office France,3 377,"3,3","3,2",131781,13500000,7.65,7.2,11.18,6.87,8.02
6348,son épouse,2014-03-12,Comédie dramatique,1h 47min,Michel Spinosa,"Michel Spinosa, Agnès De Sacy","Yvan Attal,  Janagi, Charlotte Gainsbourg",France,Paramount Home Entertainment,Box Office France,16 218,"3,0","2,8",69480,0,10.77,9.91,11.92,11.28,9.72
6350,toutes les filles pleurent,2010-03-31,Comédie dramatique,1h 30min,Judith Godrèche,"Judith Godrèche, Jacques Fieschi","Judith Godrèche, Eric Elmosnino, Maurice Barthélémy",France,ARP Sélection,Box Office France,4 290,"2,3","1,3",88860,0,9.29,7.88,9.48,8.18,7.89
6352,horsehead,2015-03-11,"Fantastique, Epouvante-horreur",1h 40min,Romain Basset,"Romain Basset, Karim Chériguène","Lilly-Fleur Pointeaux, Catriona MacColl, Murray Head",France,Tanzi Distribution,Box Office France,311,"2,9","2,3",42826,0,8.78,5.75,9.37,9.74,8.04
6357,les démons,2016-09-14,Drame,1h 58min,Philippe Lesage,Philippe Lesage,"Édouard Tremblay-Grenier, Pier-Luc Funk, Yannick Gobeil-Dugas",Canada,Paname Distribution,Box Office France,1 488,"3,2","2,7",32417,0,21.21,18.01,17.25,16.66,17.13
6358,tesnota,2018-03-07,Drame,1h 58min,Kantemir Balagov,"Kantemir Balagov, Anton Yarush","Darya Zhovner, Veniamin Kats, Olga Dragunova",Russie,ARP Sélection,Box Office France,18 250,"4,1","3,4",40855,0,9.52,8.57,9.3,9.81,9.91
6359,pieta,2013-04-10,Drame,1h 44min,Kim Ki-duk,Kim Ki-duk,"Lee Jung-Jin, Min-soo Jo, Ki-Hong Woo",Corée du Sud,Pretty Pictures,Box Office France,5 363,"2,7","2,9",252720,0,13.38,11.79,14.56,13.56,12.0
6360,le parc,2017-01-04,Comédie dramatique,1h 12min,Damien Manivel,"Damien Manivel, Isabel Pagliai","Naomie Vogt-Roby, Maxime Bachellerie, Sobere Sessouma",France,Shellac,Box Office France,3 378,"3,8","2,3",119745,0,2.07,3.58,3.83,-0.51,2.44
6361,domaine,2010-04-14,Comédie dramatique,1h 40min,Patric Chiha,Patric Chiha,"Béatrice Dalle, Isaïe Sultan, Alain Libolt",France,Contre-Allée Distribution,Box Office France,2 657,"3,2","2,1",37034,0,12.43,9.26,13.13,13.66,11.11
6362,blackbird,2013-06-12,Drame,1h 43min,Jason Buxton,Jason Buxton,"Connor Jessup, Michael Buie, Alexia Fast",Canada,ZED,Box Office France,7 006,"3,7","3,9",220479,0,19.69,17.56,17.83,22.34,16.72
6363,harragas,2010-02-24,Drame,1h 35min,Merzak Allouache,Merzak Allouache,"Lamia Boussekine, Nabil Asli, Samir El Hakim",France,Jour2fête,Box Office France,6 543,"2,9","3,3",41280,0,8.7,7.04,11.41,8.69,8.34
6367,a land imagined,2019-03-06,"Policier, Drame, Thriller",1h 35min,Siew Hua Yeo,Siew Hua Yeo,"Xiaoyi Liu, Peter Yu, Jack Tan (II)",Singapour,Epicentre Films,Box Office France,7 100,"3,6","3,2",105723,0,9.57,8.39,10.21,9.97,9.27
6370,volevo nascondermi,2021-07-07,"Drame, Biopic",2h 00min,Giorgio Diritti,"Giorgio Diritti, Fredo Valla","Elio Germano, Oliver Ewy, Leonardo Carrozzo",Italie,Bodega Films,Box Office France,1 863,"2,8","3,4",7892,0,20.32,18.34,19.48,18.88,17.9
6372,réfractaire,2010-11-10,Drame,1h 10min,Nicolas Steil,"Nicolas Steil, Jean-Louis Schlesser","Grégoire Leprince-Ringuet, Arthur Dupont, Guillaume Gouix",Luxembourg,Albany Films distribution,Box Office France,620,"1,6","2,7",18764,0,16.43,6.68,10.43,9.72,10.32
6374,liban 1982,2021-11-24,"Drame, Historique, Fantastique",1h 40min,Oualid Mouaness,Oualid Mouaness,"Nadine Labaki, Mohamad Dalli, Rodrigue Sleiman",Liban,Moonlight Films Distribution,Box Office France,874,"2,9","3,1",57090,0,12.68,4.89,5.33,2.41,3.75
6376,viva la libertà,2014-02-05,Comédie,1h 34min,Roberto Andò,"Roberto Andò, Angelo Pasquini","Toni Servillo, Valerio Mastandrea, Valeria Bruni Tedeschi",Italie,Bellissima Films,Box Office France,25 568,"3,2","3,9",202488,5000000,7.07,6.51,8.57,6.65,7.64
6379,les rois du monde,2015-09-23,Comédie dramatique,1h 40min,Laurent Laffargue,"Laurent Laffargue, Frédérique Moreau","Sergi López, Céline Sallette, Eric Cantona",France,Jour2fête,Box Office France,9 775,"2,1","2,4",141391,0,19.04,14.1,16.14,12.91,13.05
6382,a nagy füzet,2014-03-19,"Drame, Guerre",1h 49min,Janos Szasz,"Janos Szasz, András Szekér","András Gyémánt, László Gyémánt, Gyöngyvér Bognár",Hongrie,Pretty Pictures,Box Office France,6 116,"3,0","3,4",143468,0,9.7,9.23,8.61,9.18,9.5
6383,jimmy rivière,2011-03-09,Drame,1h 30min,Teddy Lussi-Modeste,"Rebecca Zlotowski, Teddy Lussi-Modeste","Guillaume Gouix, Béatrice Dalle, Hafsia Herzi",France,Pyramide Distribution,Box Office France,9 237,"3,1","2,3",184518,0,10.21,9.05,10.86,10.79,10.37
6384,boi neon,2016-09-07,Drame,1h 41min,Gabriel Mascaro,Gabriel Mascaro,"Juliano Cazarré, Maeve Jinkings, Alyne Santana",Brésil,Damned Distribution,Box Office France,884,"3,3","3,2",18064,1500000,25.4,22.33,23.29,25.39,19.98
6385,ya tayr el tayer,2017-05-10,Comédie dramatique,1h 35min,Hany Abu-Assad,"Hany Abu-Assad, Sameh Zoabi","Tawfeek Barhom, Kais Attalah, Hiba Attalah",Palestine,La Belle Company,Box Office France,19 712,"3,3","3,7",311942,0,17.62,18.22,18.74,14.57,17.59
6386,rückkehr nach montauk,2017-06-14,Drame,1h 46min,Volker Schlöndorff,"Volker Schlöndorff, Colm Tóibín","Stellan Skarsgård, Nina Hoss, Susanne Wolff",Allemagne,Gaumont Distribution,Box Office France,17 360,"2,9","3,0",465846,0,23.82,22.16,25.25,23.82,23.86
6387,coup d'éclat,2011-04-27,Policier,1h 32min,José Alcala,"José Alcala, Olivier Gorce","Catherine Frot, Karim Seghair, Marie Raynal",France,Ad Vitam,Box Office France,63 051,"3,0","2,2",239621,0,14.9,13.65,16.97,14.49,12.38
6388,nil battey sannata,2017-01-04,Comédie dramatique,1h 36min,Ashwiny Iyer Tiwari,"Ashwiny Iyer Tiwari, Nitesh Tiwari","Swara Bhaskar, Ratna Pathak Shah, Riya Shukla",Inde,KMBO,Box Office France,2 498,"2,6","3,3",82212,0,2.07,3.58,3.83,-0.51,2.44
6389,abracadabra,2018-04-04,"Comédie dramatique, Fantastique, Thriller",1h 33min,Pablo Berger,Pablo Berger,"Maribel Verdú, Antonio de la Torre, José Mota",Espagne,Condor Distribution,Box Office France,14 622,"2,6","2,7",179144,5200000,13.03,12.87,12.19,14.55,11.53
6390,l'intrusa,2017-12-13,Drame,1h 35min,Leonardo Di Costanzo,"Leonardo Di Costanzo, Maurizio Braucci","Raffaella Giordano, Valentina Vannino, Martina Abbate",Italie,Les Bookmakers / Capricci Films,Box Office France,1 803,"3,5","2,9",16708,0,13.66,3.61,6.61,3.37,4.72
6392,le café du pont,2010-08-04,Comédie dramatique,1h 35min,Manuel Poirier,Manuel Poirier,"Bernard Campan, Cécile Rebboah, Thomas Durastel",France,Le Pacte,Box Office France,37 592,"1,8","1,4",142486,0,21.73,18.61,18.72,21.34,18.97
6393,hana to alice satsujin jiken,2016-05-11,Animation,1h 40min,Shunji Iwai,Shunji Iwai,"Yû Aoi, Anne Suzuki, Shôko Aida",Japon,Eurozoom,Box Office France,9 127,"3,8","3,4",47090,0,14.83,15.22,12.93,13.45,13.57
6394,upstream color,2017-08-23,"Drame, Science fiction",1h 36min,Shane Carruth,Shane Carruth,"Amy Seimetz, Shane Carruth, Andrew Sensenig",U.S.A.,Ed Distribution,Box Office France,2 084,"3,5","2,7",33011,100000,25.22,20.66,21.96,26.69,22.8
6395,l'armée du salut,2014-05-07,Drame,1h 24min,Abdellah Taïa,Abdellah Taïa,"Saïd Mrini, Karim Ait M'Hand, Amine Ennaji",France,Rezo Films,Box Office France,7 388,"3,6","2,1",129322,0,14.05,11.47,13.55,13.21,13.03
6397,der kleine rabe socke 2 - das große rennen,2015-10-21,"Animation, Famille",1h 13min,Ute von Münchow-Pohl,"Sandor Jesse, Katja Grübel","Jan Delay, Mia Diekow, Katharina Thalbach",Allemagne,Gebeka Films,Box Office France,18 795,"3,3","3,1",29141,0,18.65,10.98,14.88,12.74,11.67
6398,les chaises musicales,2015-07-29,Comédie dramatique,1h 23min,Marie Belhomme,"Marie Belhomme, Michel Leclerc","Isabelle Carré, Carmen Maura, Philippe Rebbot",France,Bac Films,Box Office France,31 881,"2,6","2,7",221785,0,22.6,19.16,21.53,20.28,21.05
6399,plynace wiezowce,2014-05-14,"Drame, Romance",1h 29min,Tomasz Wasilewski,Tomasz Wasilewski,"Mateusz Banasiuk, Bartosz Gelner, Marta Nieradkiewicz",Pologne,Outplay Films,Box Office France,3 153,"3,1","3,0",60108,0,16.48,17.14,15.12,13.87,16.27
6400,resan till fjäderkungens rike,2014-10-15,"Animation, Aventure",1h 15min,Esben Toft Jacobsen,"Jannik Tai Mosholt, Esben Toft Jacobsen","Edvin Ryding, Tuva Novotny, Gustaf Hammarsten",Suède,Gebeka Films,Box Office France,15 920,"3,2","3,6",114293,0,22.67,16.16,19.7,19.24,16.26
6401,the nut job 2: nutty by nature,2017-10-25,"Animation, Famille",1h 31min,Cal Brunker,"Scott Bindley, Peter Lepeniotis","Jeff Dunham, Joe Pingue, Will Arnett",U.S.A.,SND,Box Office France,385 048,"3,1","3,2",446494,40000000,17.91,12.37,13.82,10.38,9.97
6403,here we are,2021-12-22,"Drame, Aventure",1h 34min,Nir Bergman,Dana Idisis,"Shai Avivi, Noam Imber, Smadi Wolfman",Israël,Dulac Distribution,Box Office France,4 244,"3,3","3,7",55481,0,16.01,3.81,11.09,7.38,6.77
6404,sun,2019-07-24,Comédie,1h 44min,Jonathan Desoindre,"Ella Kowalska, Jonathan Desoindre, Thomas Wallon","Tewfik Jallab, Annabelle Lengronne, Ludovic Berthillot",France,Rouge Distribution,Box Office France,768,"2,4","2,1",21786,0,25.0,24.02,20.74,25.84,24.42
6405,liteul poreseuteu,2019-07-03,Comédie dramatique,1h 43min,Yim Soon-rye,Sung-goo Hwang,"Tae-ri Kim, Ryu Jun-yeol, Moon So-ri",Corée du Sud,Borealia Films,Box Office France,51,"3,0","4,0",8828,0,24.5,18.45,26.77,26.07,24.19
6406,inch'allah,2013-04-03,Drame,1h 41min,Anaïs Barbeau-Lavalette,Anaïs Barbeau-Lavalette,"Evelyne Brochu, Sabrina Ouazani, Sivan Levy",Canada,Happiness Distribution,Box Office France,13 262,"3,0","3,1",157568,0,8.06,4.61,6.89,8.17,6.64
6407,ang hupa,2019-07-31,"Science fiction, Drame",4h 39min,Lav Diaz,Lav Diaz,"Piolo Pascual, Joel Lamangan, Shaina Magdayao",Philippines,ARP Sélection,Box Office France,1 025,"4,1","3,5",10581,0,24.1,19.24,23.63,24.16,22.45
6408,salvo,2013-10-16,"Policier, Drame, Romance",1h 48min,Fabio Grassadonia,"Antonio Piazza, Fabio Grassadonia, Antonio Piazza","Saleh Bakri, Sara Serraiocco, Luigi Lo Cascio",Italie,Bodega Films,Box Office France,4 835,"3,5","2,5",76556,0,20.22,12.61,17.55,16.23,12.73
6409,miele,2013-09-25,Drame,1h 36min,Valeria Golino,"Valeria Golino, Francesca Marciano","Jasmine Trinca, Carlo Cecchi, Libero De Rienzo",France,Jour2fête,Box Office France,11 416,"3,8","3,6",83942,0,21.98,14.18,20.16,18.91,17.64
6410,my soul to take,2012-08-01,"Epouvante-horreur, Thriller",1h 47min,Wes Craven,Wes Craven,"Max Thieriot, John Magaro, Denzel Whitaker",U.S.A.,Euro TV,Box Office France,867,"2,2","1,9",118261,25000000,20.4,17.09,18.65,19.08,16.16
6413,the amusement park,2021-06-02,"Thriller, Epouvante-horreur, Fantastique",0h 53min,George A. Romero,Wally Cook,"Lincoln Maazel, Harry Albacker, Phyllis Casterwiler",U.S.A.,Potemkine Films,Box Office France,1 004,"4,2","3,4",11240,0,19.55,18.13,19.85,19.49,18.29
6414,min lilla syster,2015-12-16,Comédie dramatique,1h 35min,Sanna Lenken,Sanna Lenken,"Rebecka Josephson, Amy Deasismont, Annika Hallin",Suède,Urban Distribution,Box Office France,6 080,"3,3","3,6",197389,0,19.66,11.99,12.07,10.77,12.47
6417,holiday,2010-12-08,"Comédie, Policier",1h 30min,Guillaume Nicloux,"Guillaume Nicloux, Jean-Bernard Pouy","Jean-Pierre Darroussin, Judith Godrèche, Josiane Balasko",France,MK2 Diffusion,Box Office France,50 045,"2,4","1,9",293431,0,11.65,1.72,5.7,1.56,0.26
6418,god help the girl,2014-12-03,"Drame, Romance, Comédie musicale",1h 52min,Stuart Murdoch,Stuart Murdoch,"Emily Browning, Olly Alexander, Hannah Murray",Grande-Bretagne,TF1 Vidéo,Box Office France,2 946,"3,1","3,3",45572,0,12.96,2.97,5.35,4.25,3.21
6419,le monde nous appartient,2014-06-11,Drame,1h 28min,Stephan Streker,Stephan Streker,"Vincent Rottiers, Ymanol Perset, Olivier Gourmet",France,Zelig Films Distribution,Box Office France,2 627,"2,9","2,9",55360,0,20.96,16.93,23.69,22.25,17.93
6421,remember me,2020-09-09,"Romance, Comédie",1h 21min,Martín Rosete,"Rafa Russo, Martín Rosete","Bruce Dern, Caroline Silhol, Brian Cox",U.S.A.,Alba Films,Box Office France,4 737,"2,5","2,8",87413,16000000,24.93,17.53,23.66,23.1,23.35
6422,mediterranea,2015-09-02,Drame,1h 50min,Jonas Carpignano,Jonas Carpignano,"Koudous Seihon, Alassane Sy, Pio Amato",Italie,Haut et Court,Box Office France,5 624,"3,3","2,7",231019,0,19.36,13.15,15.62,16.29,15.74
6423,à jamais,2016-12-07,Drame,1h 30min,Benoit Jacquot,Julia Roy,"Mathieu Amalric, Julia Roy, Jeanne Balibar",France,Alfama Films,Box Office France,13 644,"3,1","1,6",188524,0,13.7,6.43,7.08,1.66,4.31
6424,the theatre bizarre,2012-05-09,Epouvante-horreur,1h 54min,Douglas Buck,"Buddy Giovinazzo, David Gregory (II), Zach Chassler, Richard Stanley","Udo Kier, Virginia Newcomb, Catriona MacColl",U.S.A.,Tanzi Distribution,Box Office France,340,"3,2","2,3",337744,0,16.5,12.93,19.59,15.89,15.08
6425,orage,2015-10-07,Drame,1h 23min,Fabrice Camoin,"Fabrice Camoin, Ariane Fert","Marina Foïs, Sami Bouajila, Valérie Donzelli",France,Rezo Films,Box Office France,1 982,"2,7","1,9",99262,0,17.5,9.51,13.01,12.25,11.73
6426,as if i am not there,2013-02-27,Drame,1h 49min,Juanita Wilson (II),Juanita Wilson (II),"Natasa Petrovic, Fedja Stukan, Miraj Grbic",Irlande,Aramis Films,Box Office France,424,"2,4","3,6",26779,0,5.6,3.42,7.11,3.02,5.46
6430,residue,2022-01-05,Drame,1h 30min,Merawi Gerima,Merawi Gerima,"Obinna Nwachukwu, Dennis Lindsey, Taline Stewart",U.S.A.,Capricci Films,Box Office France,1 105,"3,7","3,4",58264,0,3.51,2.53,7.31,2.82,3.88
6431,paradies: hoffnung,2013-04-24,Drame,1h 35min,Ulrich Seidl,"Ulrich Seidl, Veronika Franz","Melanie Lenz, Verena Lehbauer, Vivian Bartsch",France,Happiness Distribution,Box Office France,1 259,"3,4","3,1",27911,0,12.6,10.48,14.37,11.3,9.86
6433,arthur newman,2014-05-07,"Comédie, Drame",1h 41min,Dante Ariola,Becky Johnston,"Colin Firth, Emily Blunt, Lucas Hedges",U.S.A.,Mars Films,Box Office France,9 382,"2,3","2,6",250970,0,14.05,11.47,13.55,13.21,13.03
6434,the president,2015-03-18,"Drame, Guerre",1h 59min,Mohsen Makhmalbaf,"Mohsen Makhmalbaf, Marziyeh Meshkini","Mikheil Gomiashvili, Dachi Orvelashvili, Ia Sukhitashvili",Allemagne,Bac Films,Box Office France,7 995,"2,8","3,6",177262,0,8.99,4.93,10.38,10.59,7.03
6435,jayuui eondeok,2015-07-08,Drame,1h 06min,Hong Sang-Soo,Hong Sang-Soo,"Ryô Kase, Sori Moon, Young-hwa Seo",Corée du Sud,Les Acacias,Box Office France,7 965,"4,2","3,6",18739,Erreur lors de la requête API 2.,22.12,17.52,22.76,22.14,20.2
6436,les enfants d'isadora,2019-11-20,Drame,1h 25min,Damien Manivel,"Damien Manivel, Julien Dieudonné","Agathe Bonitzer, Manon Carpentier, Marika Rizzi",France,Shellac,Box Office France,3 351,"3,6","2,2",19724,230000,15.65,5.39,9.31,7.99,8.56
6437,chiisai ouchi,2015-04-01,Drame,2h 16min,Yoji Yamada,"Yoji Yamada, Emiko Hiramatsu","Takako Matsu, Haru Kuroki, Takatarô Kataoka",Japon,Pyramide Distribution,Box Office France,21 318,"3,3","4,0",171874,0,8.87,5.64,10.92,6.18,7.59
6438,adem,2011-10-12,Drame,1h 38min,Hans Van Nuffel,"Jean-Claude Van Rijckeghem, Hans Van Nuffel","Stef Aerts, Marie Vinck, Wouter Hendrickx",Belgique,Premium Films,Box Office France,5 498,"3,0","3,9",428055,0,18.68,11.91,14.57,13.58,12.32
6439,"boogie, el aceitoso",2010-11-17,"Animation, Action, Thriller",1h 23min,Gustavo Cova,"Roberto Fontanarrosa, Marcelo Paez-Cubells","Liane Foly, Pablo Echarri, Nancy Dupláa",Argentine,Colifilms Diffusion,Box Office France,4 922,"2,2","2,8",253143,0,14.04,4.46,7.39,6.99,5.37
6441,mike,2011-06-22,Comédie dramatique,1h 26min,Lars Blumers,Lars Blumers,"Marc-André Grondin, Christa Théret, Eric Elmosnino",France,Diaphana Films,Box Office France,7 018,"3,1","2,6",377554,0,22.2,20.99,25.29,21.41,18.33
6444,le monde sur le fil,2010-10-06,"Policier, Science fiction",3h 25min,Rainer Werner Fassbinder,"Rainer Werner Fassbinder, Fritz Müller-Scherz","Klaus Löwitsch, Barbara Valentin, Adrian Hoven",Allemagne de l'Ouest,Carlotta Films,Box Office France,724,"4,0","3,6",13368,Erreur lors de la requête API 2.,21.01,13.88,18.75,17.0,15.4
6446,g.h.b.,2014-11-12,Drame,1h 36min,Laetitia Masson,Laetitia Masson,"Marina Hands, Élodie Bouchez, Clémence Poésy",France,Paradis Films,Box Office France,112,"2,0",--,13043,0,16.96,8.61,11.61,9.5,9.08
6447,"ana, mon amour",2017-06-21,Drame,2h 05min,Calin Peter Netzer,"Calin Peter Netzer, Cezar Paul Badescu","Mircea Postelnicu, Diana Cavaliotti, Carmen Tanase",Roumanie,Dulac Distribution,Box Office France,5 875,"3,2","3,4",105893,0,23.09,18.57,23.09,26.55,22.26
6448,königin von niendorf,2018-08-29,"Famille, Aventure",1h 07min,Joya Thome,"Joya Thome, Philipp Wunderlich","Lisa Moell, Denny Sonnenschein, Salim Fazzani",Allemagne,Les Films du Préau,Box Office France,3 480,"3,1","2,8",22695,0,22.16,17.07,21.17,19.99,17.55
6449,partisan,2015-05-06,"Drame, Thriller",1h 38min,Ariel Kleiman,"Ariel Kleiman, Sarah Cyngler","Vincent Cassel, Jeremy Chabriel, Florence Mezzara",Australie,ARP Sélection,Box Office France,9 856,"2,7","2,8",291372,0,16.52,16.67,17.09,15.9,13.95
6453,fan,2016-04-15,"Thriller, Bollywood",2h 22min,Maneesh Sharma,"Habib Faisal, Sharat Katariya","Shah Rukh Khan, Mariola Jaworska, Joelle Koissi",Inde,Aanna Films,Box Office France,644,"3,5",--,23566,12750000,11.55,8.44,12.24,11.44,10.64
6454,ilegitim,2016-06-08,Drame,1h 29min,Adrian Sitaru,"Adrian Sitaru, Alina Grigore","Alina Grigore, Adrian Titieni, Robi Urs",Roumanie,Damned Distribution,Box Office France,2 760,"3,6","3,4",48971,0,18.73,16.52,18.46,18.08,17.61
6456,bitch slap,2012-06-20,"Action, Comédie",1h 49min,Rick Jacobson,"Rick Jacobson, Eric Gruendemann","Julia Voth, Erin Cummings, America Olivo",U.S.A.,Euro TV,Box Office France,149,"1,4","1,7",14203,0,20.4,17.11,21.11,22.56,16.23
6458,allons enfants,2018-04-18,Drame,1h 10min,Stéphane Demoustier,Stéphane Demoustier,"Cléo Demoustier, Paul Demoustier, Vimala Pons",France,Norte Distribution,Box Office France,590,"3,1","2,5",289365,1100000,17.75,16.44,19.24,19.22,17.86
6459,une saison en france,2018-01-31,Drame,1h 40min,Mahamat-Saleh Haroun,Mahamat-Saleh Haroun,"Eriq Ebouaney, Sandrine Bonnaire, Aalayna Lys",France,Ad Vitam,Box Office France,15 380,"3,2","2,7",62465,0,3.99,3.85,4.78,3.94,2.39
